                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.39565,                 0.2927,                0.94023,                0.98281,                 0.9797,                0.99286,                0.84415,                0.64811,                0.30039,                 1.1291,              0.0009968,              0.0009968,              0.0009968
                    154,                0.39152,                0.28685,                0.93346,                0.98447,                0.97462,                0.99286,                0.83882,                0.64383,                0.29024,                 1.1368,              0.0009902,              0.0009902,              0.0009902
                    155,                0.37758,                0.27765,                0.92871,                0.98711,                0.97198,                0.99254,                0.83486,                0.66079,                 0.2931,                 1.1477,              0.0009836,              0.0009836,              0.0009836
                    156,                0.38407,                0.28129,                0.93573,                 0.9719,                 0.9797,                0.98855,                0.83847,                0.65369,                0.29987,                 1.1179,               0.000977,               0.000977,               0.000977
                    157,                0.38759,                0.28225,                0.93924,                0.97575,                0.98477,                0.99252,                0.84556,                0.65927,                0.29218,                 1.1305,              0.0009704,              0.0009704,              0.0009704
                    158,                0.39126,                 0.2847,                0.94428,                0.97946,                0.96841,                0.98876,                0.84202,                0.66075,                0.28774,                 1.1438,              0.0009638,              0.0009638,              0.0009638
                    159,                0.38956,                0.28271,                0.93889,                0.98423,                0.97716,                0.99217,                0.84193,                0.66166,                0.28292,                 1.1507,              0.0009572,              0.0009572,              0.0009572
                    160,                0.37956,                0.27725,                0.92977,                0.97979,                0.98426,                0.99206,                0.83622,                 0.6466,                0.28932,                 1.1428,              0.0009506,              0.0009506,              0.0009506
                    161,                0.37534,                0.27451,                0.93238,                0.97971,                0.97208,                0.98764,                 0.8408,                 0.6641,                0.29664,                 1.1283,               0.000944,               0.000944,               0.000944
                    162,                0.37381,                0.27376,                0.92917,                 0.9846,                0.97395,                0.99086,                0.84687,                0.63243,                0.27845,                 1.1035,              0.0009374,              0.0009374,              0.0009374
                    163,                0.37148,                0.26819,                0.92667,                0.97213,                0.97372,                0.98816,                0.84782,                0.63377,                0.28746,                 1.0949,              0.0009308,              0.0009308,              0.0009308
                    164,                0.37477,                0.27797,                0.93297,                0.98464,                  0.976,                0.98811,                0.84445,                0.63876,                0.28102,                 1.1129,              0.0009242,              0.0009242,              0.0009242
                    165,                0.37414,                0.27167,                  0.926,                0.97472,                0.97866,                0.98778,                0.84523,                 0.6503,                0.27644,                 1.1375,              0.0009176,              0.0009176,              0.0009176
                    166,                0.37249,                0.27723,                0.92731,                0.97911,                0.97462,                0.98933,                0.84836,                0.63783,                0.28424,                 1.1273,               0.000911,               0.000911,               0.000911
                    167,                0.36789,                0.27237,                0.92406,                0.97085,                0.96954,                0.98494,                0.84392,                0.64622,                0.28736,                 1.1371,              0.0009044,              0.0009044,              0.0009044
                    168,                0.36473,                0.26671,                 0.9224,                0.98469,                0.97954,                0.98871,                0.83864,                0.65894,                  0.284,                 1.1492,              0.0008978,              0.0008978,              0.0008978
                    169,                0.37171,                0.26974,                0.93208,                0.98711,                0.97176,                0.99171,                0.83996,                0.65592,                0.28739,                 1.1622,              0.0008912,              0.0008912,              0.0008912
                    170,                0.36062,                0.26547,                0.92163,                0.98027,                0.97462,                0.99199,                0.84599,                0.66331,                0.29113,                 1.1506,              0.0008846,              0.0008846,              0.0008846
                    171,                0.36435,                0.26855,                0.92466,                0.98469,                0.97961,                0.99054,                0.84315,                0.66267,                0.28318,                 1.1516,               0.000878,               0.000878,               0.000878
                    172,                0.36173,                0.26732,                0.92688,                0.98457,                0.97161,                 0.9908,                0.84159,                0.65997,                0.28611,                 1.1533,              0.0008714,              0.0008714,              0.0008714
                    173,                0.36026,                0.26716,                0.92006,                0.99228,                0.97897,                0.99229,                0.85462,                0.65327,                0.29011,                 1.1298,              0.0008648,              0.0008648,              0.0008648
                    174,                0.35675,                0.26025,                0.92069,                0.98447,                0.97208,                 0.9886,                0.84104,                0.63592,                0.28509,                 1.1279,              0.0008582,              0.0008582,              0.0008582
                    175,                0.36253,                0.26692,                0.92411,                0.97208,                0.97716,                0.98765,                0.84495,                0.63576,                0.29615,                 1.1188,              0.0008516,              0.0008516,              0.0008516
                    176,                0.35901,                0.27081,                0.92177,                0.97708,                0.97361,                  0.987,                0.84662,                0.62499,                0.29342,                 1.1127,               0.000845,               0.000845,               0.000845
                    177,                0.35332,                 0.2652,                0.91645,                 0.9699,                0.98126,                0.98669,                0.84337,                0.63464,                0.28521,                 1.1114,              0.0008384,              0.0008384,              0.0008384
                    178,                0.35133,                 0.2635,                0.91757,                 0.9679,                0.97716,                0.98775,                0.84236,                0.65017,                0.29504,                 1.1286,              0.0008318,              0.0008318,              0.0008318
                    179,                0.35558,                0.26522,                0.92064,                0.98952,                0.95866,                0.98894,                0.84899,                 0.6372,                0.28758,                  1.122,              0.0008252,              0.0008252,              0.0008252
                    180,                0.34997,                0.26146,                0.92046,                0.97957,                0.97338,                0.98737,                0.84636,                0.63081,                0.28156,                  1.121,              0.0008186,              0.0008186,              0.0008186
                    181,                 0.3499,                0.25881,                0.91385,                0.98968,                 0.9732,                0.99208,                0.84444,                0.65125,                0.28635,                 1.1402,               0.000812,               0.000812,               0.000812
                    182,                 0.3516,                0.26047,                0.91503,                0.98874,                0.96954,                0.99154,                0.84654,                0.63843,                0.28336,                 1.1414,              0.0008054,              0.0008054,              0.0008054
                    183,                0.34973,                0.26264,                0.92059,                0.98195,                 0.9664,                0.99073,                0.84036,                0.65429,                0.29617,                  1.135,              0.0007988,              0.0007988,              0.0007988
                    184,                0.34613,                0.25607,                0.91261,                0.97477,                0.98041,                0.99167,                0.84264,                0.66327,                0.28625,                 1.1338,              0.0007922,              0.0007922,              0.0007922
                    185,                0.34712,                0.26169,                0.91755,                 0.9897,                0.97571,                0.99179,                0.84558,                0.64632,                0.28409,                 1.1272,              0.0007856,              0.0007856,              0.0007856
                    186,                0.33967,                0.25082,                0.91421,                0.99095,                0.97208,                0.99144,                0.84926,                0.64781,                0.28813,                 1.1359,               0.000779,               0.000779,               0.000779
                    187,                0.34422,                0.25335,                0.91567,                0.98974,                0.97925,                0.99193,                0.85239,                0.64199,                0.28375,                 1.1221,              0.0007724,              0.0007724,              0.0007724
                    188,                0.34068,                0.24473,                0.90674,                 0.9887,                0.97208,                0.99103,                 0.8456,                0.64128,                 0.2857,                 1.1401,              0.0007658,              0.0007658,              0.0007658
                    189,                0.34733,                 0.2571,                0.91858,                0.98964,                0.96962,                0.99183,                0.84357,                0.65164,                0.29608,                 1.1282,              0.0007592,              0.0007592,              0.0007592
                    190,                0.33579,                 0.2526,                0.91699,                0.97965,                0.97726,                0.98869,                0.84386,                 0.6556,                0.28566,                 1.1437,              0.0007526,              0.0007526,              0.0007526
                    191,                0.33788,                0.24607,                0.91202,                0.97722,                 0.9797,                0.99108,                0.84607,                0.64638,                0.28394,                 1.1249,               0.000746,               0.000746,               0.000746
                    192,                0.34275,                0.25668,                0.91951,                 0.9846,                0.97343,                0.99111,                0.84049,                 0.6588,                0.29316,                  1.155,              0.0007394,              0.0007394,              0.0007394
                    193,                0.33311,                0.25238,                0.90917,                0.98212,                0.97716,                0.99132,                0.84563,                0.65385,                0.30128,                 1.1458,              0.0007328,              0.0007328,              0.0007328
                    194,                0.32808,                0.24414,                0.90478,                0.97741,                0.97462,                0.98764,                0.84077,                0.65847,                 0.2992,                 1.1484,              0.0007262,              0.0007262,              0.0007262
                    195,                0.33481,                0.25427,                0.91201,                0.98353,                0.97462,                0.99035,                 0.8332,                0.67273,                0.31414,                  1.157,              0.0007196,              0.0007196,              0.0007196
                    196,                0.33797,                0.25122,                0.91202,                0.98487,                0.95685,                0.98694,                0.82768,                 0.6766,                0.30699,                 1.1498,               0.000713,               0.000713,               0.000713
                    197,                 0.3304,                0.24549,                0.90926,                 0.9868,                0.96701,                 0.9878,                0.83482,                0.66636,                0.31151,                  1.143,              0.0007064,              0.0007064,              0.0007064
                    198,                0.32534,                0.24119,                0.90236,                0.97467,                0.97662,                0.99141,                0.83606,                 0.6532,                0.30576,                 1.1335,              0.0006998,              0.0006998,              0.0006998
                    199,                0.32396,                0.23941,                0.90002,                  0.982,                0.96899,                 0.9908,                0.83764,                0.65387,                0.30587,                 1.1193,              0.0006932,              0.0006932,              0.0006932
                    200,                0.32452,                0.24344,                0.90229,                0.98146,                0.97462,                0.98946,                0.83844,                0.65667,                0.29447,                 1.1399,              0.0006866,              0.0006866,              0.0006866
                    201,                0.32594,                0.24501,                 0.9071,                0.97895,                 0.9797,                0.99003,                  0.833,                0.66035,                0.31051,                 1.1518,                0.00068,                0.00068,                0.00068
                    202,                0.31914,                0.23717,                0.90163,                0.98157,                 0.9797,                0.98889,                0.83709,                0.65552,                0.29502,                 1.1561,              0.0006734,              0.0006734,              0.0006734
                    203,                0.32392,                0.24238,                0.90251,                0.98711,                0.97173,                0.98863,                0.84001,                0.65451,                0.28865,                 1.1562,              0.0006668,              0.0006668,              0.0006668
                    204,                 0.3196,                0.23857,                0.90365,                0.97838,                0.98477,                0.98959,                0.83684,                0.66483,                0.29495,                 1.1752,              0.0006602,              0.0006602,              0.0006602
                    205,                0.31677,                0.23633,                0.90511,                0.98473,                0.98178,                0.99035,                0.84245,                  0.658,                0.28999,                 1.1535,              0.0006536,              0.0006536,              0.0006536
                    206,                0.31979,                0.24099,                0.90177,                0.98964,                0.97013,                0.99035,                0.84347,                0.65998,                0.29577,                 1.1475,               0.000647,               0.000647,               0.000647
                    207,                0.31637,                0.23804,                0.90169,                0.98379,                0.96701,                0.98785,                 0.8468,                 0.6466,                0.29471,                 1.1245,              0.0006404,              0.0006404,              0.0006404
                    208,                0.31722,                 0.2303,                0.90148,                0.98697,                0.96131,                0.98797,                0.84399,                0.65835,                0.29545,                 1.1513,              0.0006338,              0.0006338,              0.0006338
                    209,                0.31317,                0.23667,                0.90208,                0.98567,                0.97462,                0.99233,                0.84707,                0.65637,                0.28894,                 1.1476,              0.0006272,              0.0006272,              0.0006272
